Table S3: List of merged CORUM reference complexes used in training PPI and Clustering optimization procedures (see Extended Experimental Procedures for details),,
No,Merged reference complex,Component-Accession ID
48,"BLM_complex_II::BRAFT_complex::BLM_complex_III::FA_complex_(Fanconi_anemia_complex),_cytoplasmic::FA_core_complex_1_(Fanconi_anemia_core_complex_1)::Nucleic_and_chromatin_Fanconi_complex::RPA_complex::FA_complex_(Fanconi_anemia_complex)::FA_core_complex_(Fanconi_anemia_core_complex)",Q0VG06
48,"BLM_complex_II::BRAFT_complex::BLM_complex_III::FA_complex_(Fanconi_anemia_complex),_cytoplasmic::FA_core_complex_1_(Fanconi_anemia_core_complex_1)::Nucleic_and_chromatin_Fanconi_complex::RPA_complex::FA_complex_(Fanconi_anemia_complex)::FA_core_complex_(Fanconi_anemia_core_complex)",Q00597
48,"BLM_complex_II::BRAFT_complex::BLM_complex_III::FA_complex_(Fanconi_anemia_complex),_cytoplasmic::FA_core_complex_1_(Fanconi_anemia_core_complex_1)::Nucleic_and_chromatin_Fanconi_complex::RPA_complex::FA_complex_(Fanconi_anemia_complex)::FA_core_complex_(Fanconi_anemia_core_complex)",O15287
48,"BLM_complex_II::BRAFT_complex::BLM_complex_III::FA_complex_(Fanconi_anemia_complex),_cytoplasmic::FA_core_complex_1_(Fanconi_anemia_core_complex_1)::Nucleic_and_chromatin_Fanconi_complex::RPA_complex::FA_complex_(Fanconi_anemia_complex)::FA_core_complex_(Fanconi_anemia_core_complex)",P35244
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",P35226
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q9HC52
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q14781
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",P08107
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",P78364
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q99496
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",P25490
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",O60264
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q06587
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q96GD3
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",O00257
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q8NDX5
49,"BMI1-HPH1-HPH2_complex::Polycomb_repressive_complex_1_(PRC1,_hPRC-H)::Polycomb_repressive_complex::hPRC1L_complex",Q8IXK0
50,BMP2-BRIA_complex,P12643
50,BMP2-BRIA_complex,P36894
50,BMP2-BRIA_complex,P12644
51,BP-SMAD_complex,O95452
51,BP-SMAD_complex,O14867
51,BP-SMAD_complex,P19447
51,BP-SMAD_complex,O15198
51,BP-SMAD_complex,Q15582
51,BP-SMAD_complex,P50539
51,BP-SMAD_complex,Q13118
51,BP-SMAD_complex,P17980
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q9UHV9
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q13163
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q02750
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P04049
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P34932
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P31947
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q5S007
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q16543
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q9NUG6
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P62258
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P07900
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P63104
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P36507
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P27348
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P61981
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q99759
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P15056
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q6Q0C0
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q04917
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P31946
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q7KZI7
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,Q8IVT5
52,BRAF-MAP2K1-MAP2K2-YWHAE_complex::KSR1-BRAF-MEK_complex::MAP2K1-BRAF-RAF1-YWHAE-KSR1_complex::RAF1-MAP2K1-YWHAE_complex::KSR1-RAF1-MEK_complex::BRAF-RAF1-14-3-3_complex::Kinase_maturation_complex_1::HSP90-CDC37-LRRK2_complex,P08238
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q13363
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q92547
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q99728
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,P40692
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,P52701
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,O14867
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q86U70
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q9GZX5
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,P49959
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q6UWZ7
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,P38398
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q96RL1
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q92878
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,P61968
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,Q99708
53,BRCA1-BARD1-BACH1-DNA_damage_complex_I::BRCA1_B_complex::BRCA1-BARD1-BACH1-DNA_damage_complex_II::BRCA1_C_complex::BRCA1_A_complex::BRCA1-CTIP-ZBRK1_repressor_complex::BRCA1-CtIP-CtBP_complex::BRCA1-LMO4-CTIP_complex::LMO4-BRCA1-CTIP-LDB1_complex,O60934
54,BRCA1-IRIS-pre-replication_complex,O75496
54,BRCA1-IRIS-pre-replication_complex,Q5YLB2
54,BRCA1-IRIS-pre-replication_complex,Q13415
54,BRCA1-IRIS-pre-replication_complex,Q99741
55,BRCC_complex,P46736
55,BRCC_complex,Q9NXR7
55,BRCC_complex,Q06609
55,BRCC_complex,P51587
55,BRCC_complex,P38398
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",P50750
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",O60885
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",O94992
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",O60563
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",P28799
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",O75448
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",O60244
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",Q15648
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",Q93074
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",Q13309
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",Q9NVC6
56,"BRD4-P-TEFb_complex::BRD4_complex::P-TEFb-BRD4-TRAP220_complex::Heterotrimeric_complex_(CCNT1,_CDK9,_GRN)::P-TEFb-7SKRNA-HEXIM1_complex::P-TEFb-SKP2_complex::Transcription_elongation_factor_complex_(SUPT5H,_CDK9,_CCNT1)",O00267
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P40937
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,Q14181
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P06493
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P18858
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P35250
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P28340
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P24941
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P15927
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P35249
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P35251
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P27694
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P20248
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P40938
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P09884
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,P41002
57,BRD4-RFC_complex::RFC_complex::RFC_complex_(activator_A_1_complex)::RC_complex_(Replication_competent_complex)::CDC2-CCNA2-CDK2_complex::RC_complex_during_G2/M-phase_of_cell_cycle::RC_complex_during_S-phase_of_cell_cycle::CDC2-CCNB1-CCNF_complex::CDC2-CCNB1-PTCH1_complex::RalBP1-CDC2-CCNB1_complex,O60885
