Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
2792;MCM2-MCM4-MCM6-MCM7 complex;;Human;P49736,P33991,Q14566,P33993;4171,4173,4175,4176;MI:0091- chromatography technologies | MI:0029- cosedimentation through density gradients;9305914;01.04,10.01.02,10.01.03,16.19.03,70.10;"This complex has DNA helicase activity.";"";"";
2825;BRCA1-RNA polymerase II complex;;Human;P38398,P18074,P19447,Q00403,P29083,P29084,P35269,P13984,P32780,Q13888,Q13889,Q92759,Q13503,P24928,P30876,P19387,O15514,P19388,P61218,P62487,P52434,P36954,P52435,P53803,P62875,P20226;672,2068,2071,2959,2960,2961,2962,2963,2965,2966,2967,2968,9412,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,6908;MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;9159119;11.02.03.01,16.03.01,70.10;"The Brca1 tumor supressor protein is associated with the transcription process.";"BRCA1 is involved in breast cancer.";"";
2838;AR coactivator complex; p44-PRMT-ICLN complex;Human;P54105,O14744,Q9BQA1;1207,10419,79084;MI:0007- anti tag coimmunoprecipitation;12972618;11.02.03.04.01,14.07.09,16.03.01,30.01.11,47.03.21.04,70.10;"This complex enhances AR-driven transcription.  ";"Overexpression of WDR77 (p44) correlates with prostate tumorigenesis.";"";
2851;ING2 complex;;Human;P29374,Q9HCU9,Q5PSV4,Q13547,Q92769,Q9H160,Q09028,Q16576,Q9H0E3,O75446,Q96ST3,Q9H7L9;5926,25855,84312,3065,3066,3622,5928,5931,79595,8819,25942,64426;MI:0069- mass spectrometry studies of complexes | MI:0004- affinity chromatography technologies;16387653;10.01.09.05,10.03.01,14.07.04,40.10.02,41.05.16,42.10.03,70.10;"ING2 is in an HDAC complex similar to ING1. ING subunits are probably crucial for acetylation of chromatin substrates.";"";"";
2852;Brg1-based SWI/SNF chromatin remodeling complex;;Human;O96019,Q12824,Q92922,Q8TAQ2;86,6598,6599,6601;MI:0047- far western blotting;16387653;10.01.09.05,10.03.01,11.02.03.04;"";"";"";
2857;NuA4/Tip60 HAT complex;ING3 complex;Human;O96019,Q9H0E9,Q9HAF1,Q9NPF5,Q96L91,Q9H2F5,Q52LR7,Q92993,Q9NXR8,Q9UBU8,Q9Y265,Q9Y230,Q9Y4A5,O95619;86,10902,64769,55929,57634,80314,26122,10524,54556,10933,8607,10856,8295,8089;MI:0047- far western blotting;16387653;01.04,10.01.02,10.01.05.01,10.01.09.05,10.03.01,14.07.04,16.03.01,40.10.02,42.10.03,70.10;"The NuA4 histone acetyltransferase (HAT) multisubunit complex is responsible for acetylation of histone H4 and H2A N-terminal tails in yeast. The NuA4/Tip60 HAT complex is highly conserved in eukaryotes playing primary roles in transcription, cellular response to DNA damage, and cell cycle control. ING subunits are probably crucial for acetylation of chromatin substrates. ";"";"An actin component which was not exactly defined was also found.";
2860;DSIF complex (DRB sensitivity-inducing factor complex);;Human;P63272,O00267;6827,6829;MI:0007- anti tag coimmunoprecipitation;10075709;11.02.03.01.04,11.02.03.04.03,18.01.07,18.02.01,70.10;"DSIF represses transcription in the presence of DRB (inhibitor of transcription elongation), thereby inducing DRB sensitivity. SPT5 forms a stable complex with SPT4 and interacts directly with the largest subunit of RNA-Polymerase II.";"";"";
2861;DSIF complex (DRB sensitivity-inducing factor complex);;Human;P63272,O00267;6827,6829;MI:0226- ion exchange chromatography;9450929;11.02.03.01.04,11.02.03.04.03,18.01.07,18.02.01,70.10;"DSIF represses transcription in the presence of DRB (inhibitor of transcription elongation), thereby inducing DRB sensitivity.";"";"";
2918;Ku antigen-YY1-alphaMyHC promoter complex; Ku70-Ku80-YY1-alphaMyHC promoter complex;Human;P13010,P12956,P25490;7520,2547,7528;MI:0412- electrophoretic mobility supershift assay | MI:0006- anti bait coimmunoprecipitation;15367688;11.02.03.04.03,16.03.01,70.10;"Ku complex binds to the human alphaMyHC promoter and represses alphaMyHC expression. Ku70 and YY1 protein levels are increased in patients with heart failure. ";"Human heart failure";"";
3034;PAC1-PAC2 complex;;Human;O95456,Q969U7;8624,56984;MI:0007- anti tag coimmunoprecipitation;16251969;14.01,14.10;"20S proteasome assembly is orchestrated by two distinct pairs of chaperones in mammals, the PAC1-PAC2 complex and the PAC3-PAC4 complex.";"";"";
3040;Multisynthetase complex; Aminoacyl tRNAsynthetase multienzyme complex;Human;P14868,O43324,P07814,P41252,Q13155,Q15046,Q9P2J5,P56192,P47897,P54136,Q12904;1615,9521,2058,3376,7965,3735,51520,4141,5859,5917,9255;MI:0028- cosedimentation in solution | MI:0226- ion exchange chromatography;16169847;12.10,70.03,70.10;"The characteristic "core" complex of aminoacyl tRNAsynthetase in higher eukaryotes is composed of nine synthetase activities. These are specific for arginine, aspartate, glutamate, glutamine, isoleucine, leucine, lysine, methionine, and proline. There are also three auxiliary proteins in the multisynthetase complex: p43, p38, and p18. These are involved in protein-protein interactions within the particle and with other protein synthesis factors.";"";"";
3048;mSin3A complex;;Human;Q13547,Q92769,Q09028,Q16576,Q96ST3;3065,3066,5928,5931,25942;MI:0006- anti bait coimmunoprecipitation;9150133;10.01.09.05,11.02.03.04.03,14.07.04,16.03.01,42.10.03,70.10;"";"";"Three other subunits of the complex were found in the analysis, which have not been further characterized: p250, p180, p30.";
3055;Nop56p-associated pre-rRNA complex; Nop56p-associated pre-ribosomal ribonucleoprotein complex;Human;P62736,P63267,Q8TDN6,Q9NR30,Q08211,Q99848,P68104,P13639,P22087,Q9BVP2,Q92522,P16402,Q99879,P09651,P52272,Q00839,Q9NZI8,Q12905,Q12906,Q9Y383,Q9NX58,Q9BQG0,P55209,P19338,P55769,Q9Y2X3,O00567,Q14978,P06748,Q13610,Q9NW13,P27635,P62906,P62913,P30050,P26373,P40429,P50914,P61313,P18621,Q07020,Q02543,P84098,P46778,P35268,P62829,P62750,P83731,P61254,P61353,P46776,P46779,P47914,P39023,P62888,P62899,P62910,P42766,P18077,Q9Y3U8,P83881,P61513,P62891,P36578,P46777,Q02878,P18124,P62424,P62917,P32969,P05388,P05386,P05387,P62280,P25398,P62277,P62263,P62841,P62244,P62249,P08708,P62269,P15880,P62266,P62847,P62273,P61247,P62753,P62081,P62241,P46781,O76021,Q6P3W7,P05141,P37108,Q96SB4,Q13428,P11387,Q71U36,Q9H4B7,P49411,Q01081,P26368,P67809;59,72,55299,9188,1660,10969,1915,1938,2091,26354,8971,3007,8342,3178,4670,3192,10642,3608,3609,51631,55646,10514,4673,4691,4809,51602,10528,9221,4869,11137,55131,6134,4736,6135,6136,6137,23521,9045,6138,6139,6141,6142,6143,6144,6146,9349,6147,6152,6154,6155,6157,6158,6159,6122,6156,6160,6161,11224,6165,25873,6173,6168,6170,6124,6125,6128,6129,6130,6132,6133,6175,6176,6181,6205,6206,6207,6208,6209,6210,6217,6218,6222,6187,6228,6229,6235,6189,6194,6201,6202,6203,26156,55681,292,6727,6732,6949,7150,7846,81027,7284,7307,11338,4904;MI:0007- anti tag coimmunoprecipitation | MI:0069- mass spectrometry studies of complexes;12777385;12.01,70.10;"Identification of pre-rRNA species within hNop56p-associated pre-ribosomal ribonucleoprotein complexes, coupled with the known functions of yeast orthologs of the probable trans-acting factors identified in man, demonstrated that hNop56p functions in the early to middle stages of 60 S subunit synthesis.";"";"";
3063;Brg1-associated complex II;;Human;O96019,O14497,O14744,P51532,Q12824,Q92922,Q8TAQ2;86,8289,10419,6597,6598,6599,6601;MI:0007- anti tag coimmunoprecipitation | MI:0029- cosedimentation through density gradients;11238380;10.01.09.05,11.02.03.04,16.03.01,42.10.03,70.10;"";"";"In a following paper (PMID:14559996) p66 has been identified as PRMT5.";
3065;RNA polymerase II complex, chromatin structure modifying;;Human;O96019,P24863,P49336,Q13503,Q12824,Q92922,Q8TAQ2,Q969G3,(Q96GM5,Q92925,Q6STE5);86,892,1024,9412,6598,6599,6601,6605,(6602,6603,6604);MI:0047- far western blotting;9710619;10.01.09.05,11.02.03.01,16.03.01,70.10;"RNA polymerase II complex contains chromatin structure remodeling activity and histone acetyltransferase activity. Notably, the general transcription factors are absent from this complex. ";"";"At the time of annotation, the additional member (BAF110) of the protein  complex was not found in the UniProt database.";
3066;RNA polymerase II complex, chromatin structure modifying;;Human;P24863,P49336,Q92793,P19447,Q00403,P35269,Q13889,Q13503,Q92831,P24928,P51531,P51532,Q12824;892,1024,1387,2071,2959,2962,2967,9412,8850,5430,6595,6597,6598;MI:0047- far western blotting | MI:0226- ion exchange chromatography;9710619;10.01.09.05,11.02.03.01,16.03.01,70.10;"RNA polymerase II complex contains chromatin structure remodeling activity and histone acetyltransferase activity. Notably, the general transcription factors are absent from this complex. ";"";"";
3067;RNA polymerase II complex, incomplete (CDK8 complex), chromatin structure modifying;;Human;P24863,P51946,P49336,P35269,Q13503,Q12824,Q92922,Q8TAQ2;892,902,1024,2962,9412,6598,6599,6601;MI:0047- far western blotting;9710619;10.01.09.05,11.02.03.01,16.03.01,70.10;"RNA polymerase II complex contains chromatin structure remodeling activity and histone acetyltransferase activity. Notably, the general transcription factors are absent from this complex. ";"";"";
3074;CCT:PFD complex, testis specific;;Mammalia;Q32L40,Q3ZBH0,Q3T0K2,Q2T9X2,Q3T115,Q3T084,Q2NKZ1,Q3ZCI9,O60925,Q9UHV9,Q9NQP4,Q99471,O15212,P61758;512043,505313,504735,613336,533784,538090,514355,281047,5201,5202,5203,5204,10471,7411;MI:0040- electron microscopy | MI:0028- cosedimentation in solution | MI:0226- ion exchange chromatography;12456645;14.01,16.01;"The biogenesis of the cytoskeletal proteins actin and tubulin involves interaction of nascent chains of each of the two proteins with the oligomeric protein prefoldin (PFD) and their subsequent transfer to the cytosolic chaperonin CCT (chaperonin containing TCP-1). Three-dimensional reconstruction of the CCT:PFD complex based on cryoelectron microscopy reveals that PFD binds to each of the two CCT rings. The gene product of Cct6b has only been detected in testis, whereas the other Cctz gene, Cctz-1, is expressed in all tissues investigated.";"";"";
3082;DGCR8 multiprotein complex;;Human;Q92841,P17844,Q8WYQ5,Q08211,P35637,P31943,O43390,Q00839,P11021,Q12906,P19338;10521,1655,54487,1660,2521,3187,10236,3192,3309,3609,4691;MI:0007- anti tag coimmunoprecipitation | MI:0416- fluorescence microscopy;17765891;11.04,70.10;"";"";"";
3102;DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex;;Human;P55265,Q08211,Q00341,P78527,P13010,P12956;103,1660,3069,5591,7520,2547;MI:0007- anti tag coimmunoprecipitation;15723802;10.01.09.05,10.03.04.05,11.06.03.01,16.03.03,42.10.03,70.10;"Vigilin and DDP1 bind specifically to Inosine-containing RNAs.";"";"";
3118;SMN1-SIP1-SNRP complex;;Human;O14893,Q16637,P14678,P62314,P62316,P62318,P62304;8487,6606,6628,6632,6633,6634,6635;MI:0018- two hybrid | MI:0019- coimmunoprecipitation | MI:0047- far western blotting;9323129;70.03,70.10;"SMN (Survival of Motor Neurons) and its associated protein SIP1 are in  a complex with spliceosomal snRNP proteins. The SMN/SIP1 complex is very stable. ";"Spinal muscular atrophy (SMA)";"";
4081;Ku70/Ku86 complex; Ku complex;Human;P13010,P12956;7520,2547;MI:0019- coimmunoprecipitation;10783163;10.01.05.01,16.03.01,32.01.09,70.10;"Ku complex interacts with and stimulates the Werner protein.";"";"";
4082;Ku70/Ku86/Werner complex;;Human;Q14191,P13010,P12956;7486,7520,2547;MI:0019- coimmunoprecipitation;10783163;10.01.05.01,16.03.01,32.01.09,70.10;"Ku complex interacts with and stimulates the Werner protein. ";"Werner syndrome (=is the hallmark premature aging disorder in which affected humans appear older than their chronological age).";"";
4389;EIF3 core complex (EIF3A, EIF3B, EIF3G, EIF3I);;Human;Q14152,P55884,O75821,Q13347;8661,8662,8666,8668;MI:0096- pull down;14688252;12.04.01;"EIF3b appears to be a central scaffolding subunit.";"";"";
4392;EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3C);;Human;Q14152,P55884,Q99613,O75821,Q13347;8661,8662,8663,8666,8668;MI:0096- pull down;14688252;12.04.01;"EIF3b appears to be a central scaffolding subunit. EIF3c is able to associate with the four-subunit eIF3 subcomplex, but does so only weakly under these expression and purification conditions.";"";"";
4395;EIF3 complex (EIF3B, EIF3G, EIF3I);;Human;P55884,O75821,Q13347;8662,8666,8668;MI:0096- pull down;14688252;12.04.01;"";"";"";
4399;EIF3 complex (EIF3B, EIF3J, EIF3I);;Human;P55884,Q13347,O75822;8662,8668,8669;MI:0096- pull down;14688252;12.04.01;"";"";"";
4403;EIF3 complex (EIF3A, EIF3B, EIF3G, EIF3I, EIF3J);;Human;Q14152,P55884,O75821,Q13347,O75822;8661,8662,8666,8668,8669;MI:0096- pull down;14688252;12.04.01;"EIF3b appears to be a central scaffolding subunit. The authors conclude that EIF3J promotes the stable association of EIF3 subcomplexes to the 40S ribosomal subunit.";"";"";
5176;MGC1-DNA-PKcs-Ku complex;;Human;Q14676,P78527,P13010,P12956;9656,5591,7520,2547;MI:0096- pull down | MI:0006- anti bait coimmunoprecipitation;15377652;10.01.05.01,10.03.01.03,32.01.09,70.10;"MDC1 directly interacts with the DNA-PKc-Ku complex and this interaction is required for efficient DNA-PK autophosphorylation and DNA damage repair.";"";"";
5179;NCOA6-DNA-PK-Ku-PARP1 complex;;Human;Q14686,P09874,P78527,P13010,P12956;23054,142,5591,7520,2547;MI:0096- pull down;12519782;10.01.05.01,70.10;"TRBP (NCOA6) stimulates DNA-PK kinase activity in the absence of DNA.";"";"";
5182;DNA-PK-Ku complex; DNA-PK-Ku70-Ku80 complex;Human;P78527,P13010,P12956;5591,7520,2547;MI:0412- electrophoretic mobility supershift assay;9442054;10.01.05.01,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"For assembly of the DNA-PK-Ku70-Ku80 complex presence of DNA is necessary.";"";"";
5183;DNA-PK-Ku-eIF2-NF90-NF45 complex;;Human;P05198,P20042,P41091,Q12905,Q12906,P78527,P13010,P12956;1965,8894,1968,3608,3609,5591,7520,2547;MI:0412- electrophoretic mobility supershift assay | MI:0006- anti bait coimmunoprecipitation;9442054;10.01.05.01,14.07.03,16.03.01,18.01.01,18.02.01.01,70.10;"NF90, in complex with NF45, interacts with DNA-PKcs and Ku and promotes formation of a complex on DNA.";"";"";
5197;PTIP-DNA damage response complex;;Human;P54132,P49959,O60934,Q6ZW49,Q92878,Q12888;641,4361,4683,22976,10111,7158;MI:0007- anti tag coimmunoprecipitation | MI:0071- molecular sieving;17500065;10.01.05.01,16.03.01,32.01.09,70.10;"In cells treated with DNA damage agents, PTIP associates with proteins involved in DNA damage response and DNA repair.";"";"";
5199;Kinase maturation complex 1;;Human;Q16543,P07900,P08238,P34932,Q13163,Q99759,Q7KZI7,Q9NUG6,Q9UHV9,Q6Q0C0,P31946,P62258,P61981,Q04917,P27348,P63104;11140,3320,3326,3308,5607,4215,2011,81572,5202,84231,7529,7531,7532,7533,10971,7534;MI:0676- tandem affinity purification;14743216;30.01.05.01;"";"";"";
5209;Ubiquilin-proteasome complex;;Human;P25786,P25787,P60900,Q05086,Q9UMX0,Q9UHD9;5682,5683,5687,7337,29979,29978;MI:0019- coimmunoprecipitation;10983987;14.13.01.01;"";"";"";
5211;RAF1-PPP2-PIN1 complex;;Human;Q13526,P62714,P30153,P63151,P04049;5300,5516,5518,5520,5894;MI:0019- coimmunoprecipitation | MI:0047- far western blotting;15664191;30.05.01.18;"The Raf-1 kinase is an important signaling molecule, functioning in the Ras pathway to transmit mitogenic, differentiative, and oncogenic signals to the downstream kinases MEK and ERK.";"";"";
5212;Kinase maturation complex 2;;Human;Q9H6S1,Q16543,P07900,P08238,Q92844,Q9UHD2,A7MCY6,Q12933;64343,11140,3320,3326,10010,29110,9755,7186;MI:0676- tandem affinity purification;14743216;30.01.05.01;"";"";"";
5224;Casein kinase II (beta-dimer, alpha, alpha');;Human;P68400,P19784,P67870;1457,1459,1460;MI:0018- two hybrid;7768894;14.07.03,30.05.02.20;"";"";"";
5229;RPA complex; replication complex;Human;P27694,P15927,P35244;6117,6118,6119;MI:0091- chromatography technologies | MI:0029- cosedimentation through density gradients;2833742;10.01.03,16.03.01;"RPA facilitates unwinding of dsDNA.";"";"";
5231;53BP1-containing complex; 53BP1-Ku70-Ku80-RPA1-RPA2 complex;Human;P27694,P15927,Q12888,P13010,P12956;6117,6118,7158,7520,2547;MI:0007- anti tag coimmunoprecipitation;15856006;10.01.05.01,16.03.01,32.01.09;"53BP1 is involved in DNA damage-induced RPA2 phosphorylation.";"";"";
5232;TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I);;Human;O15111,O00571,Q92896,P78347,Q9Y6K9,P41279,P19838,Q00653,P25963,Q15653,Q04864,Q04206,Q01201,P62888,Q02878,P62277,Q8NFZ5;1147,1654,2734,2969,8517,1326,4790,4791,4792,4793,5966,5970,5971,6156,6128,6207,79155;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
5233;TNF-alpha/NF-kappa B signaling complex 5;;Human;O15446,O15111,Q13616,Q9UKB1,O14920,Q9Y6K9,Q13576,P52292,P42704,P23508,P46199,P19838,Q00653,Q15653,Q16342,O95602,Q9H9Y6,Q9Y2S0,Q9GZS1,P52434,P62875,Q9UJF2,Q04864,Q04206,P63208;10849,1147,8454,23291,3551,8517,10788,3838,10128,4163,4528,4790,4791,4793,5134,25885,84172,51082,64425,5437,5441,9462,5966,5970,6500;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
5235;WRN-Ku70-Ku80-PARP1 complex;;Human;P09874,Q14191,P13010,P12956;142,7486,7520,2547;MI:0007- anti tag coimmunoprecipitation | MI:0226- ion exchange chromatography | MI:0071- molecular sieving;14734561;16.03.01,32.01.09,70.10;"PARP1 regulates the exonucleolytic activity of WRN. ";"";"";
5239;CAP(C)-CAP(E) complex; SMC2-SMC4 complex;Human;O95347,Q9NTJ3;10592,10051;MI:0006- anti bait coimmunoprecipitation;9789013;10.03.01.01.11,10.03.04.03,70.10;"CAP(C)-CAP(E) complex is required for mitotic chromosome condensation.";"";"";
5241;SMC1-SMC3 complex;;Human;Q14683,Q9UQE7;8243,9126;MI:0006- anti bait coimmunoprecipitation;9789013;10.03.01.01.11,70.10;"SMC1-SMC3 complex is required for metaphase progression in mitotic cells.";"";"";
5251;Ku-ORC complex;;Human;Q13416,Q9UBD5,O43929,Q9Y5N6,P13010,P12956;4999,23595,5000,23594,7520,2547;MI:0006- anti bait coimmunoprecipitation | MI:0402- chromatin immunoprecipitation assays;15910003;10.01.03.03,16.03.01,16.19.03,70.10.03;"Ku associates specifically with DNA replication origins in vivo in a cell cycle dependent manner, its association being maximal in late G1 phase and decreasing as cells enter S phase (PMID:11694575). ";"";"";
5266;TNF-alpha/NF-kappa B signaling complex 6;;Human;Q16543,O15111,P22087,P07900,P08238,O14920,Q9Y6K9,Q99558,P62888,P36578,Q02878,P62917,P62280,P62277;11140,1147,2091,3320,3326,3551,8517,9020,6156,6124,6128,6132,6205,6207;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
5268;TNF-alpha/NF-kappa B signaling complex 7;;Human;Q16543,Q13451,P07900,P08238,O43318,Q15750,Q9NYJ8,Q8N5C8;11140,2289,3320,3326,6885,10454,23118,257397;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
5269;TNF-alpha/NF-kappa B signaling complex 8;;Human;Q16543,Q13451,P07900,P08238,Q14164,Q86UP2;11140,2289,3320,3326,9641,3895;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
5286;TNF-alpha/NF-kappa B signaling complex 10;;Human;Q676U5,Q8IX12,Q16543,O15111,P07900,P08238,Q9Y6K9,Q15653,Q9UHD2,P40222;55054,55749,11140,1147,3320,3326,8517,4793,29110,200081;MI:0676- tandem affinity purification;14743216;30.01.05.01.04,40.02.03.01;"";"";"";
5293;ETS2-SMARCA4-INI1 complex;;Human;P15036,P51532,Q12824;2114,6597,6598;MI:0019- coimmunoprecipitation;12637547;11.02.03.04.03,70.10;"Brg-1 and Ini1 could be detected in complex with ets-2 after tetracycline removal, but not in cells maintained in tetracycline.";"";"";
5380;TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle);;Human;Q9UHA3,Q9UPY3,P56537,Q9HCE1,P62906,P62913,P30050,P26373,P50914,P61313,Q02543,P84098,P46778,P61353,P46779,P62888,P62910,P49207,P18077,Q9Y3U8,P61513,P18124,P62424,P05386,P05387;51187,23405,3692,4343,4736,6135,6136,6137,9045,6138,6142,6143,6144,6155,6158,6156,6161,6164,6165,25873,6168,6129,6130,6176,6181;MI:0071- molecular sieving | MI:0096- pull down;17507929;11.02.03.04.07,12.07,16.03.03;"In mass spectrometric sequencing analyses the authors showed that in addition to RISC subunits they obtained protein sequences corresponding to nearly all subunits of the large (60S) ribosomal particle. The ability of eIF6 to inhibit joining of the 60S and 40S subunits of the ribosome and, thus, to prevent formation of a translationally competent complex, raises the possibility that eIF6 may repress translation by blocking initiation or ribosome recycling.";"";"";
5432;Sororin-cohesin complex;;Human;Q96FF9,Q29RF7,Q9NTI5,O60216,Q14683,Q9UQE7;113130,23244,23047,5885,8243,9126;MI:0004- affinity chromatography technologies | MI:0007- anti tag coimmunoprecipitation;15837422;10.03.01.01,10.03.04.05,70.10;"Sororin interacts with the cohesin complex. It regulates the ability of the cohesin complex to mediate sister chromatid cohesion.";"";"";
5611;Emerin complex 24;;Human;Q9H503,Q07021,P50402,Q02539,P68431,Q00839,P02545,P20700,P49736,P33991,Q14566,Q13287,P06400,Q08999,Q9H0E3;140836,708,2010,3024,8350,3192,4000,4001,4171,4173,4175,9111,5925,5934,79595;MI:0004- affinity chromatography technologies | MI:0226- ion exchange chromatography | MI:0071- molecular sieving;17620012;10.01.03,11.04,70.10;"Complexes are named on the basis of their S300 elution fraction number. Subunits 9-15 were identified via LCMS/MS analysis. ";"Emerin is involved in Emery-Dreifuss muscular dystrophy (EDMD).";"";
5614;Emerin complex 32;;Human;P60709,Q9H503,Q14839,Q9C005,P50402,Q13547,O15379,P68431,P20700,Q9NPJ6,Q13287,P28749,Q08999,Q9UKL0,O00422,Q12824,Q92922,Q8TAQ2,Q13813,Q9BZK7,Q9BQ87,Q13263;60,140836,1108,84661,2010,3065,8841,8350,4001,29079,9111,5933,5934,23186,10284,6598,6599,6601,6709,79718,90665,10155;MI:0004- affinity chromatography technologies | MI:0226- ion exchange chromatography | MI:0071- molecular sieving;17620012;10.01.09.05,42.10.03,70.10;"Complexes are named on the basis of their S300 elution fraction number. Subunits 9-22 were identified via LCMS/MS analysis. ";"Emerin is involved in Emery-Dreifuss muscular dystrophy (EDMD).";"";
5615;Emerin complex 52;;Human;P60709,Q9BZZ5,Q07021,P12277,O00148,P50402,P51858,Q02539,P61978,P14866,Q00839,Q12906,P46940,Q9Y2U8,P20700,O95777,Q13287,Q53EL6,Q08999,P62314,P10827,P62258,P27348;60,8539,708,1152,10212,2010,3068,3024,3190,3191,3192,3609,8826,23592,4001,51691,9111,27250,5934,6632,7067,7531,10971;MI:0004- affinity chromatography technologies | MI:0226- ion exchange chromatography | MI:0071- molecular sieving;17620012;11.04,30.01,70.10;"Complexes are named on the basis of their S300 elution fraction number. Subunits 8-23 were identified via LCMS/MS analysis. ";"Emerin is involved in Emery-Dreifuss muscular dystrophy (EDMD).";"";
5755;SUMO1-SUA1-UBA2 complex;;Human;Q9UBE0,P63165,Q9UBT2;10055,7341,10054;MI:0047- far western blotting;9920803;14.07.05,14.07.07;"Sua1p and hUba2p form a complex, and the complexed hUba2p binds SUMO-1.";"";"";
5756;SUA1-UBA2 complex;;Human;Q9UBE0,Q9UBT2;10055,10054;MI:0047- far western blotting;9920803;18.02;"";"";"";
5876;PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex;;Human;P60842,Q9Y570,P67775,P30153,P30154;1973,51400,5515,5518,5519;MI:0676- tandem affinity purification;15761952;14.07.03,18.02.01.02.05;"";"";"";
5919;BRAF-RAF1-14-3-3 complex;;Human;P15056,P04049,(P31947,P31946,P62258,P61981,Q04917,P27348,P63104);673,5894,(2810,7529,7531,7532,7533,10971,7534);MI:0007- anti tag coimmunoprecipitation;18332145;30.01.05.01.03;"Expression of IMP (Ras effector and ubiquitin-protein isopeptide ligase family member)  blocked BRAF-RAF1 complex formation. Although 14-3-3 association has been implicated as a prerequisite for B-Raf·c-Raf complex formation, IMP impaired Raf hetero-oligomerization without affecting the relative amounts of 14-3-3 coprecipitating with B-Raf.";"";"";
